Player,Span,Matches,Innings,NO,Runs,Highest Score,Average,100's,50's,0's
Muhammad Babar (ESP),2024-2024,2,2,0,61,46,30.5,0,0,0
Naveena Shetty (BHR),2025-2025,12,10,3,61,20,8.71,0,0,3
EO Odumbe (KENYA),1996-1996,8,7,1,61,20,10.16,0,0,0
GK Robertson (NZ),1981-1989,11,7,0,61,17,8.71,0,0,1
A Sathya (MEX),2019-2019,3,3,0,61,30,20.33,0,0,0
K Senamontree (THA),2019-2026,29,17,4,61,13*,4.69,0,0,3
PH Shamdasani (Peru),2019-2019,4,4,1,61,37,20.33,0,0,0
L Sreekumar (UAE),2015-2017,5,5,0,61,28,12.2,0,0,1
ELR Stewart (SA),1993-2002,6,6,2,61,23*,15.25,0,0,0
DS Wesonga (KENYA),2010-2021,7,4,1,61,33,20.33,0,0,0
C Zavoiu (ROM),2019-2023,21,10,3,61,27,8.71,0,0,1
Arafat Minhas (PAK),2023-2024,4,3,1,60,25,30,0,0,0
Atiq-uz-Zaman (PAK),2000-2000,4,5,1,60,25,15,0,0,0
M Cohen (ISR),2022-2022,3,3,1,60,28,30,0,0,0
D Dewald (BEL),2024-2024,10,6,0,60,25,10,0,0,1
RV Divecha (IND),1951-1952,5,5,0,60,26,12,0,0,0
R Gilchrist (WI),1957-1959,13,14,3,60,12,5.45,0,0,4
DW Gregory (AUS),1877-1879,3,5,2,60,43,20,0,0,0
PM Hornibrook (AUS),1929-1930,6,7,1,60,26,10,0,0,1
MJ Horton (ENG),1959-1959,2,2,0,60,58,30,0,1,0
B Ivanov (BUL),2019-2024,11,7,4,60,21*,20,0,0,1
MBS Jonkman (NED),2006-2010,19,10,4,60,16,10,0,0,1
E Kubwimana (RWN),2022-2025,39,24,10,60,14*,4.28,0,0,5
CKB Kulasekara (SL),2011-2012,5,5,0,60,19,12,0,0,1
MR Kumar (UAE),2025-2026,6,6,1,60,21,12,0,0,0
M Kyriacou (CYP),2021-2021,6,5,2,60,44*,20,0,0,0
DV Lawrence (ENG),1988-1992,6,6,0,60,34,10,0,0,0
TM Macalou (Mali),2022-2024,15,13,2,60,14,5.45,0,0,2
G Millman (ENG),1961-1962,6,7,2,60,32*,12,0,0,2
Mohammad Adnan (KSA),2019-2019,5,3,3,60,38*,-,0,0,0
M Mooketsi (BOT),2019-2026,55,23,7,60,10,3.75,0,0,4
Sherul Mehta (BEL),2020-2021,3,3,0,60,40,20,0,0,0
ACF Stokes (GUE),2019-2025,21,12,2,60,18*,6,0,0,5
Zeeshan Siddiqui (OMA),2015-2015,5,5,1,60,33*,15,0,0,0
P Abanda (CAM),2021-2022,13,12,0,59,16,4.91,0,0,2
Abdul Jabbar (CAN),2007-2007,2,2,0,59,44,29.5,0,0,0
Abu Hider (BAN),2016-2018,15,6,4,59,22*,29.5,0,0,0
AN Aminou (CAM),2022-2024,17,13,1,59,22,4.91,0,0,7
Arif Butt (PAK),1964-1965,3,5,0,59,20,11.8,0,0,1
BA Bolton (NZ),1959-1959,2,3,0,59,33,19.66,0,0,1
HD Bromfield (SA),1961-1965,9,12,7,59,21,11.8,0,0,3
Fazl-e-Akbar (PAK),1998-2004,7,9,4,59,25,11.8,0,0,2
Gazi Ashraf (BAN),1986-1990,7,7,0,59,18,8.42,0,0,1
TG Gordon (CAN),2011-2012,8,8,0,59,23,7.37,0,0,0
Hayatullah Niazi (NOR),2019-2019,4,4,1,59,27,19.66,0,0,0
GAL Hearne (SA),1922-1924,3,5,0,59,28,11.8,0,0,2
Ishtiaq Ahmad (KSA),2021-2025,51,14,6,59,16,7.37,0,0,3
V Jayant (LES),2022-2024,10,7,0,59,31,8.42,0,0,2
R Kaia (ZIM),2015-2021,4,6,0,59,48,9.83,0,0,4
Kamrul Hasan (SWZ),2025-2025,3,3,0,59,49,19.66,0,0,1
TE Kane (IRE),2015-2023,10,6,1,59,26*,11.8,0,0,1
CA Keita (Mali),2022-2024,15,13,0,59,35,4.53,0,0,5
FA Klokker (DEN),2021-2022,13,7,5,59,29*,29.5,0,0,0
Mandeep Singh (NOR),2024-2024,5,4,1,59,31*,19.66,0,0,0
Sir TC O'Brien (ENG),1884-1896,5,8,0,59,20,7.37,0,0,3
MA Parker (SCOT),2010-2012,12,8,2,59,22,9.83,0,0,0
JS Pita (Samoa),2023-2023,3,3,0,59,46,19.66,0,0,0
Rejaul Karim (BRA),2025-2025,5,4,0,59,38,14.75,0,0,1
PS Roberts (CRT),2024-2024,4,4,2,59,39*,29.5,0,0,0
DR Tawake (Fiji),2024-2024,6,6,0,59,18,9.83,0,0,2
KEA Upashantha (SL),1995-2002,14,11,1,59,15,5.9,0,0,0
JJ Whitaker (ENG),1986-1987,3,3,1,59,44*,29.5,0,0,0
Aamer Ikram (POR),2019-2019,4,4,0,58,23,14.5,0,0,0
CA Absolom (ENG),1879-1879,1,2,0,58,52,29,0,1,0
Baljit Singh (ITA),2019-2022,11,6,1,58,45,11.6,0,0,2
Bilal Khan (OMA),2015-2024,128,46,28,58,9,3.22,0,0,13
PRP Boissevain (NED),2019-2022,13,9,1,58,15,7.25,0,0,1
Fahim Muntasir (BAN),2001-2002,6,9,1,58,33,7.25,0,0,2
K Farnes (ENG),1934-1939,15,17,5,58,20,4.83,0,0,4
Fayyaz Ahmed (UAE),2014-2016,4,4,2,58,37*,29,0,0,0
J Grassi (ITA),2021-2021,6,4,0,58,20,14.5,0,0,0
Inshaf Farook (LES),2026-2026,5,5,1,58,28,14.5,0,0,0
LF Kline (AUS),1957-1961,13,16,9,58,15*,8.28,0,0,3
A Langham (STHEL),2022-2022,7,5,0,58,39,11.6,0,0,1
EA Martindale (WI),1933-1939,10,14,3,58,22,5.27,0,0,3
FW Milligan (ENG),1899-1899,2,4,0,58,38,14.5,0,0,0
Mohammad Salim (BAN),2003-2003,3,5,1,58,26,14.5,0,0,1
I Mugisha (RWN),2023-2025,14,9,3,58,16,9.66,0,0,0
Saghir Khan (UAE),2025-2025,8,7,2,58,28*,11.6,0,0,1
TE Srinivasan (IND),1980-1981,3,4,0,58,29,14.5,0,0,0
SC Stayers (WI),1962-1962,4,4,1,58,35*,19.33,0,0,0
LE Tapscott (SA),1923-1923,2,3,1,58,50*,29,0,1,0
BM Tickner (NZ),2019-2025,38,15,10,58,18*,11.6,0,0,0
M van Schoor (NAM),2003-2003,5,5,1,58,24,14.5,0,0,0
Boio Ray (PNG),2025-2025,3,3,0,57,46,19,0,0,1
HWR Cartwright (AUS),2017-2017,4,4,0,57,37,14.25,0,0,0
RP de Groen (NZ),1993-1994,17,18,7,57,26,5.18,0,0,5
TA Dudnath (SUR),2024-2026,7,6,0,57,18,9.5,0,0,0
Frasat Ali (EAf),1975-1975,3,3,0,57,45,19,0,0,1
Jobayer Hossen (SEY),2024-2026,8,6,2,57,26,14.25,0,0,0
WW Keeton (ENG),1934-1939,2,4,0,57,25,14.25,0,0,1
PK Lee (AUS),1931-1933,2,3,0,57,42,19,0,0,1
A Makesh (KUW),2019-2019,4,2,1,57,57,57,0,1,0
Mohammad Shahid (BAN),2015-2016,6,6,1,57,25,11.4,0,0,0
Munir Dar (HKG),2008-2014,4,4,0,57,36,14.25,0,0,0
MMR Obili (EST),2021-2022,12,9,4,57,18,11.4,0,0,2
Ravinder Singh (MLT),2019-2021,7,4,0,57,34,14.25,0,0,0
Said Hakim (BEL),2021-2024,3,3,1,57,27,28.5,0,0,0
G Salmond (SCOT),1999-1999,5,5,0,57,31,11.4,0,0,0
GC Shillingford (WI),1969-1972,7,8,1,57,25,8.14,0,0,1
Talha Jubair (BAN),2002-2004,13,19,9,57,31,5.7,0,0,8
K Taylor (ENG),1959-1964,3,5,0,57,24,11.4,0,0,0
LB Williams (SA),2021-2025,30,17,4,57,13,4.38,0,0,4
S Yeshey (BHU),2022-2026,39,19,7,57,13*,4.75,0,0,7
V Zanko (CRT),2023-2025,11,9,0,57,16,6.33,0,0,3
Anwar Hossain (BAN),2002-2002,2,3,0,56,42,18.66,0,0,0
GA Briant (ZIM),1993-1993,6,7,2,56,16,11.2,0,0,1
PL Bruno (ARG),2021-2021,6,5,1,56,27,14,0,0,0
KADM Fernando (SL),2003-2003,3,3,1,56,51*,28,0,1,0
Ghulam Ahmadi (GER),2021-2025,49,17,14,56,15*,18.66,0,0,0
RS Haire (IRE),2008-2008,2,2,0,56,54,28,0,1,0
MS Hardikar (IND),1958-1958,2,4,1,56,32*,18.66,0,0,1
Javid Patel (Zamb),2025-2025,10,9,0,56,16,6.22,0,0,1
Muhaddis Muhaddis (INA),2023-2023,4,3,0,56,34,18.66,0,0,0
EC Rainsford (ZIM),2004-2010,41,24,14,56,9*,5.6,0,0,2
Rameez Khan (ROM),2024-2025,13,9,3,56,23,9.33,0,0,0
MJ Ross (ITA),2019-2019,8,5,1,56,34,14,0,0,0
A Simelane (SA),2024-2025,10,8,1,56,13,8,0,0,0
Sohail Fazal (PAK),1989-1989,2,2,0,56,32,28,0,0,0
Khaled Ahmed (BAN),2018-2025,20,31,10,56,22,2.66,0,0,14
SW Tait (AUS),2005-2016,59,18,9,56,11,6.22,0,0,2
VN Veetil (QAT),2022-2022,7,4,2,56,53,28,0,1,1
S Waqas Ahmed (NOR),2019-2021,10,8,4,56,32*,14,0,0,1
Zeeshan Ali (EST),2025-2025,6,6,1,56,17,11.2,0,0,1
B Balala (MWI),2024-2026,27,16,9,55,13*,7.85,0,0,2
GP Bilby (NZ),1966-1966,2,4,0,55,28,13.75,0,0,0
Chen Zhuo Yue (CHN),2023-2024,11,11,2,55,14,6.11,0,0,2
MW Douglas (NZ),1994-1995,6,6,0,55,30,9.16,0,0,1
FY Fazal (IND),2016-2016,1,1,1,55,55*,-,0,1,0
Lord Hawke (ENG),1896-1899,5,8,1,55,30,7.85,0,0,2
S Kalyan (UAE),2025-2025,4,4,0,55,21,13.75,0,0,0
K Kato-Stafford (JPN),2024-2025,12,8,4,55,21,13.75,0,0,2
TV Mufambisi (ZIM),2006-2007,6,6,0,55,21,9.16,0,0,0
WP Myburgh (NAM),2025-2026,6,5,0,55,43,11,0,0,2
Nilansh Keswani (UAE),2023-2024,12,6,5,55,31*,55,0,0,0
M Nissar (IND),1932-1936,6,11,3,55,14,6.87,0,0,2
I Ntirenganya (RWN),2022-2025,50,27,16,55,16*,5,0,0,6
SJ Palframan (SA),1996-1996,7,4,0,55,28,13.75,0,0,0
COC Pearse (SA),1910-1911,3,6,0,55,31,9.16,0,0,2
Pramod Madushan (SL),2022-2026,22,12,3,55,15,6.11,0,0,1
SK Ranasinghe (SL),1986-1986,4,3,0,55,41,18.33,0,0,1
VRV Singh (IND),2006-2007,7,7,2,55,29,11,0,0,0
FH Sugg (ENG),1888-1888,2,2,0,55,31,27.5,0,0,0
P Vekaria (RWN),2021-2021,8,6,4,55,20,27.5,0,0,0
KM Venkataswamy (CZK-R),2022-2022,1,1,0,55,55,55,0,1,0
Yasir Mehmood (CYP),2021-2021,4,3,3,55,31*,-,0,0,0
J Alexander (Falk),2025-2025,6,6,0,54,24,9,0,0,0
AMJG Amerasinghe (SL),1984-1984,2,4,1,54,34,18,0,0,0
MJ Ansell (IOM),2020-2025,24,12,3,54,17,6,0,0,2
SE Aquilina (MLT),2019-2021,16,7,1,54,24,9,0,0,0
Arshad Ali (UAE),2004-2008,4,4,0,54,41,13.5,0,0,1
Arsalan Ahmed (GRC),2019-2021,7,5,0,54,22,10.8,0,0,0
V Baskaran (SGP),2019-2022,33,17,6,54,14*,4.9,0,0,3
JW Chilia (VAN),2019-2019,14,7,4,54,23,18,0,0,0
LO Fleetwood-Smith (AUS),1935-1938,10,11,5,54,16*,9,0,0,2
A Gandotra (IND),1969-1969,2,4,0,54,18,13.5,0,0,0
T Gwandu (ZIM),2023-2025,30,17,9,54,18*,6.75,0,0,4
PA Hitchcock (NZ),2002-2008,15,8,3,54,13,10.8,0,0,1
Ismaeel Zia (SWE),2022-2022,8,6,0,54,22,9,0,0,1
E Kahamker (ISR),2022-2022,4,4,0,54,19,13.5,0,0,0
Khawaja Nafay (PAK),2026-2026,4,4,0,54,26,13.5,0,0,0
DJ Knight (ENG),1921-1921,2,4,0,54,38,13.5,0,0,0
EL McCormick (AUS),1935-1938,12,14,5,54,17*,6,0,0,3
BJ McKechnie (NZ),1975-1981,14,8,4,54,27,13.5,0,0,1
MSS Mandy (Chile),2019-2019,4,4,0,54,32,13.5,0,0,0
CD Matthews (AUS),1986-1988,3,5,0,54,32,10.8,0,0,1
H McAleer (IOM),2024-2024,5,5,0,54,23,10.8,0,0,0
Muhammad Burhan (HUN),2024-2025,11,9,0,54,16,6,0,0,0
AK Muslar (Blz),2019-2021,9,9,2,54,15,7.71,0,0,2
Nazmul Hossain (BAN),2004-2012,44,27,17,54,8*,5.4,0,0,6
Omid Rahimi (BEL),2024-2025,3,2,1,54,46*,54,0,0,0
DK Pallekonda (SVN),2022-2025,13,12,5,54,17*,7.71,0,0,0
JV Paranjpe (IND),1998-1998,4,4,1,54,27,18,0,0,0
RO Scarlett (WI),1960-1960,3,4,1,54,29*,18,0,0,0
RK Sethi (EAf),1975-1975,3,3,0,54,30,18,0,0,0
Tanvir Islam (BAN),2023-2025,15,10,3,54,11,7.71,0,0,1
J Thomas (STHEL),2024-2026,9,6,1,54,26*,10.8,0,0,0
Yair Nagavkar (ISR),2022-2024,8,7,2,54,32*,10.8,0,0,1
Anik Ahmed (ITA),2022-2022,4,4,2,53,26*,26.5,0,0,1
Aphsal Ashraf (KUW),2020-2020,5,3,1,53,45*,26.5,0,0,0
PS Bais (MEX),2023-2026,31,17,8,53,12,5.88,0,0,4
R Bharathan (CRC),2025-2025,6,6,0,53,16,8.83,0,0,1
WPA Crawford (AUS),1956-1956,4,5,2,53,34,17.66,0,0,1
Faisal Safi (Fran),2025-2025,4,4,0,53,43,13.25,0,0,1
Ghulam Ali (PAK),1993-1995,3,3,0,53,38,17.66,0,0,0
J Horrocks (GIBR),2023-2025,17,9,4,53,20*,10.6,0,0,2
Mafizur Rahman (BAN),1997-1997,4,4,1,53,16,17.66,0,0,0
HC Nitschke (AUS),1931-1931,2,2,0,53,47,26.5,0,0,0
C Nunes (POR),2025-2026,6,4,2,53,30*,26.5,0,0,1
Sajid Patel (LES),2024-2024,4,4,0,53,42,13.25,0,0,0
K Shuttleworth (ENG),1970-1971,6,7,0,53,21,7.57,0,0,1
Sobu George (MLT),2025-2025,3,2,0,53,27,26.5,0,0,0
J Suleman (SWZ),2024-2024,5,4,0,53,35,13.25,0,0,1
Abdur Rauf (PAK),2008-2009,8,6,0,52,31,8.66,0,0,2
G Alexander (AUS),1880-1884,2,4,0,52,33,13,0,0,0
ST Banerjee (IND),1991-1992,7,6,3,52,25*,17.33,0,0,0
N Betancourt (WI),1930-1930,1,2,0,52,39,26,0,0,0
JE Brinkley (SCOT),1999-1999,5,5,0,52,23,10.4,0,0,1
TK Canning (NZ),2003-2005,4,4,1,52,23*,17.33,0,0,1
Faisal Mehmood (BEL),2021-2023,5,5,0,52,23,10.4,0,0,1
BC Francis (AUS),1972-1972,3,5,0,52,27,10.4,0,0,1
KC James (NZ),1930-1933,11,13,2,52,14,4.72,0,0,4
S Kamate (Mali),2022-2024,15,13,0,52,17,4,0,0,5
SP Kinneir (ENG),1911-1911,1,2,0,52,30,26,0,0,0
SSB Magala (SA),2021-2023,14,8,4,52,18*,13,0,0,1
RP Magar (NEP),2014-2015,6,6,0,52,25,8.66,0,0,1
ML Maiava (Samoa),2023-2025,5,3,0,52,34,17.33,0,0,0
J Middleton (SA),1896-1902,6,12,5,52,22,7.42,0,0,2
Mohammad Salman (PAK),2011-2011,10,8,1,52,19*,7.42,0,0,2
OE Nothling (AUS),1928-1928,1,2,0,52,44,26,0,0,0
Ovais Yousof (NGA),2019-2019,3,3,0,52,33,17.33,0,0,0
S Sankar (KSA),2024-2024,9,5,1,52,37,13,0,0,1
RJW Topley (ENG),2015-2024,65,24,19,52,15*,10.4,0,0,2
KL Wishart (WI),1935-1935,1,2,0,52,52,26,0,1,1
RD Woolley (AUS),1983-1984,6,5,2,52,16,17.33,0,0,0
ME Sanuth (OMA),2020-2020,4,3,0,51,40,17,0,0,0
Abdullah Jasat (PAN),2021-2023,10,10,2,51,17*,6.37,0,0,3
R Appleyard (ENG),1954-1956,9,9,6,51,19*,17,0,0,0
Bahir Shah (AFG),2023-2025,2,3,0,51,32,17,0,0,0
RN Bhatia (UAE),2022-2024,9,9,2,51,24*,7.28,0,0,1
LT Bichard (GUE),2020-2025,38,10,5,51,25*,10.2,0,0,1
GK Bruk-Jackson (ZIM),1993-1993,3,5,0,51,31,10.2,0,0,1
SG Diaby (Mali),2022-2023,9,7,3,51,41*,12.75,0,0,2
AE Dipper (ENG),1921-1921,1,2,0,51,40,25.5,0,0,0
Elias Hasan (EST),2022-2025,11,9,3,51,11,8.5,0,0,0
RL Harvey (SA),1936-1936,2,4,0,51,28,12.75,0,0,0
BE Hendricks (SA),2014-2023,30,11,4,51,18,7.28,0,0,1
Huang Junjie (CHN),2024-2024,7,7,0,51,19,7.28,0,0,2
KS Indrajitsinhji (IND),1964-1969,4,7,1,51,23,8.5,0,0,1
Kamrul Islam Rabbi (BAN),2016-2018,7,14,5,51,25*,5.66,0,0,5
HM McGirr (NZ),1930-1930,2,1,0,51,51,51,0,1,0
Mir Hamza (PAK),2018-2025,7,14,6,51,16,6.37,0,0,3
N M'shangwe (ZIM),2011-2014,13,12,2,51,16,5.1,0,0,5
Naveed Zadran (AFG),2024-2024,7,7,2,51,25,10.2,0,0,1
DEV Padgett (ENG),1960-1960,2,4,0,51,31,12.75,0,0,0
SN Pathirana (CYP),2021-2024,19,11,5,51,16*,8.5,0,0,1
JM Polarouthu (HUN),2025-2025,5,5,2,51,22*,17,0,0,0
P Pustoslemsek (SVN),2022-2025,6,6,0,51,21,8.5,0,0,0
LN Rajbanshi (NEP),2018-2026,79,31,19,51,11,4.25,0,0,5
JB Robertson (SA),1935-1936,3,6,1,51,17,10.2,0,0,0
Shenjian Zheng (CHN),2024-2024,4,4,0,51,23,12.75,0,0,0
S Snater (NED),2018-2022,17,10,2,51,17*,6.37,0,0,3
Sohail Ahmad (CRT),2022-2023,9,6,0,51,20,8.5,0,0,0
GY Tomar (UGA),2025-2025,2,2,0,51,33,25.5,0,0,0
CL Townsend (ENG),1899-1899,2,3,0,51,38,17,0,0,0
Zhuang Zelin (CHN),2023-2024,11,11,1,51,33,5.1,0,0,3
WA Agar (AUS),2021-2021,2,2,0,50,41,25,0,0,0
Andre Jarju (GMB),2022-2024,11,11,3,50,15,6.25,0,0,3
Z Arinaitwe (UGA),2019-2020,6,6,0,50,15,8.33,0,0,0
Avesh Khan (IND),2022-2024,33,9,4,50,16,10,0,0,0
NE Clarke (NED),1996-1996,5,5,0,50,32,10,0,0,2
JW Dernbach (ENG/ITA),2011-2021,64,18,5,50,12,3.84,0,0,2
GRA de Silva (SL),1975-1982,10,11,4,50,14,7.14,0,0,3
Faisal Hossain (BAN),2004-2010,7,7,1,50,17,8.33,0,0,1
T Filer (EST),2021-2021,5,5,0,50,38,10,0,0,3
K Hardat (SUR),2024-2024,7,7,1,50,26,8.33,0,0,1
AA Hawoe (INA),2024-2025,18,9,4,50,30*,10,0,0,1
JG Heron (ZIM),1983-1983,6,6,0,50,18,8.33,0,0,1
Iftekar Jaman (CYP),2021-2022,5,4,1,50,22,16.66,0,0,0
RA Legall (WI),1953-1953,4,5,0,50,23,10,0,0,0
Md Nurul Huda (FIN),2019-2019,5,4,2,50,30*,25,0,0,0
Mohammad Bhaidu (Zamb),2025-2025,7,6,0,50,17,8.33,0,0,1
F Penn (ENG),1880-1880,1,2,1,50,27*,50,0,0,0
N Peter (SA),2024-2025,16,7,3,50,16,12.5,0,0,0
Qateel Zabiullah (SUI),2025-2025,3,3,0,50,32,16.66,0,0,0
R Siriwardena (CYP),2024-2026,14,9,4,50,18*,10,0,0,0
IM Stanger (SCOT),1999-2006,5,5,0,50,27,10,0,0,0
R Tattersall (ENG),1951-1954,16,17,7,50,10*,5,0,0,1
Usman Salahuddin (PAK),2011-2018,3,4,0,50,33,12.5,0,0,0
Waqas Ali (BEL),2019-2024,7,5,0,50,14,10,0,0,0
BA Williams (AUS),2002-2004,29,12,7,50,13*,10,0,0,3
Zeeshan Siddiqi (CAN),2012-2014,2,2,0,50,43,25,0,0,0
ZS Ansari (ENG),2015-2016,4,5,0,49,32,9.8,0,0,2
Danish Aziz (PAK),2021-2021,4,4,0,49,22,12.25,0,0,0
Ehsan Adil (PAK/USA),2013-2026,10,9,2,49,15,7,0,0,2
Elias Sunny (BAN),2011-2013,15,14,5,49,20*,5.44,0,0,3
MP Fernandes (WI),1928-1930,2,4,0,49,22,12.25,0,0,1
CK Hooper (CAN),2007-2010,5,5,2,49,27,16.33,0,0,1
KA Jadhav (CAM),2022-2023,6,6,1,49,22*,9.8,0,0,1
CU Jayasinghe (SL),2009-2010,5,3,2,49,38,49,0,0,0
Jubaid Ahamed (Fran),2021-2022,9,8,3,49,13,9.8,0,0,1
A Khan (DEN/ENG),2009-2022,10,7,0,49,16,7,0,0,0
Kuldeep Gurjar (SKOR),2022-2025,10,8,0,49,16,6.12,0,0,1
MKGCP Lakshitha (SL),2002-2003,9,5,1,49,40,12.25,0,0,1
P Magafas (GRC),2022-2022,4,3,0,49,30,16.33,0,0,0
J Marples (GIBR),2021-2024,20,8,3,49,16,9.8,0,0,0
I Master (BOT),2019-2022,6,6,1,49,40,9.8,0,0,1
Nanda Kumar (CRC),2019-2019,3,3,0,49,39,16.33,0,0,1
Naseem Khan (CRT),2022-2023,8,5,0,49,27,9.8,0,0,0
E Packard (GIBR),2019-2021,8,7,0,49,26,7,0,0,0
LCH Palairet (ENG),1902-1902,2,4,0,49,20,12.25,0,0,0
Parvindar Kumar (KUW),2023-2024,11,5,1,49,19,12.25,0,0,0
DA Rankin (IRE),2015-2016,2,2,0,49,34,24.5,0,0,0
B Reddy (IND),1978-1981,7,7,3,49,21,12.25,0,0,2
F Ridgway (ENG),1951-1952,5,6,0,49,24,8.16,0,0,2
MMC Schewe (NED),1996-1996,5,4,1,49,20,16.33,0,0,0
Syed Faizan Tahir (KSA),2025-2025,10,8,1,49,20*,7,0,0,0
SS Tiwary (IND),2010-2010,3,2,2,49,37*,-,0,0,0
BA Viraliliu (VAN),2023-2024,3,2,0,49,39,24.5,0,0,0
PN Webb (NZ),1980-1984,7,8,1,49,10*,7,0,0,0
C Wesley (SA),1960-1960,3,5,0,49,35,9.8,0,0,2
Ashwin Vinod (SUI),2021-2025,26,10,6,48,15*,12,0,0,1
AR Butcher (ENG),1979-1980,2,3,0,48,20,16,0,0,0
J Cameron-Dow (IRE),2019-2019,5,3,2,48,32*,48,0,0,0
W Chatterton (ENG),1892-1892,1,1,0,48,48,48,0,0,0
S Chilemanya (NGA),2025-2025,6,6,0,48,17,8,0,0,1
JD Edwards (AUS),1888-1888,3,6,1,48,26,9.6,0,0,3
Maqsood Ahmad (BEL),2021-2022,6,5,1,48,29,12,0,0,0
A Modi (SGP),2022-2022,7,6,1,48,24,9.6,0,0,1
Muhammad Nadeem (KSA),2019-2019,5,3,0,48,43,16,0,0,0
Muhammad Qasim (MLT),2025-2025,4,4,0,48,20,12,0,0,0
MIA Patel (MWI),2019-2019,3,2,1,48,40*,48,0,0,0
Qalandar Khan (QAT),2019-2019,4,3,0,48,25,16,0,0,0
KB Ahir (PAN),2019-2023,15,9,9,48,32*,-,0,0,0
L Shafeeg (MDV),2019-2024,25,11,5,48,19*,8,0,0,4
Sojib Miah (CZK-R),2025-2025,3,3,0,48,27,16,0,0,0
Tareq Aziz (BAN),2002-2004,13,14,11,48,11*,16,0,0,3
OSB Tilley (CRT),2024-2025,8,7,2,48,21,9.6,0,0,0
JC Tongue (ENG),2023-2026,9,12,3,48,19,5.33,0,0,3
Zafar Iqbal (PAK),1995-1995,8,6,0,48,18,8,0,0,1
Abdul Majid (BHR),2023-2026,80,20,12,47,8*,5.87,0,0,3
R Athapaththu (ROM),2023-2024,7,5,5,47,28*,-,0,0,0
C Chete (MWI),2019-2026,32,13,1,47,18,3.91,0,0,4
A Codrington (CAN),2003-2007,9,8,0,47,16,5.87,0,0,2
FA Dennis (CAN),1979-1979,3,3,0,47,25,15.66,0,0,0
ER Fernando (SL),1975-1975,3,3,0,47,22,15.66,0,0,0
LB Fishlock (ENG),1936-1947,4,5,1,47,19*,11.75,0,0,1
S Guruvayoorappan (MEX),2023-2026,9,5,1,47,20,11.75,0,0,1
M Iturbe (ARG),2023-2026,16,8,1,47,16,6.71,0,0,0
H Ivanov (BUL),2019-2021,13,8,1,47,15,6.71,0,0,2
PEW Jones (WI),1948-1951,9,11,2,47,10*,5.22,0,0,1
Kabir Berlia (SGP),2025-2025,6,5,2,47,28*,15.66,0,0,0
LJ Leokaoke (LES),2024-2024,8,7,1,47,22,7.83,0,0,0
Mohammad Ayub (PAK),2012-2012,1,2,0,47,25,23.5,0,0,0
C Sridev (SGP),2025-2025,6,5,1,47,29,11.75,0,0,2
I Stewart (SUI),2025-2025,5,3,1,47,30,23.5,0,0,0
TL Tsolekile (SA),2004-2004,3,5,0,47,22,9.4,0,0,1
RK Tyldesley (ENG),1924-1930,7,7,1,47,29,7.83,0,0,1
Usama Mir (PAK),2023-2024,17,10,1,47,20,5.22,0,0,3
D Uwimana (RWN),2021-2021,6,5,3,47,16*,23.5,0,0,0
TS Waqavakatoga (Fiji),2022-2024,10,8,3,47,18,9.4,0,0,1
AW Wellard (ENG),1937-1938,2,4,0,47,38,11.75,0,0,1
D Weston (GER),2019-2019,6,6,0,47,18,7.83,0,0,2
Zahid Khan (SLE),2021-2022,10,8,0,47,27,5.87,0,0,1
Zia-ur-Rehman (AFG),2023-2025,5,8,1,47,13,6.71,0,0,1
CC Machado (BRA),2024-2026,16,12,2,46,14,4.6,0,0,2
DNA Ankrah (GHA/NGA),2019-2025,8,6,1,46,24,9.2,0,0,1
MW Booth (ENG),1913-1914,2,2,0,46,32,23,0,0,0
CA Brown (Blz),2021-2021,4,4,0,46,27,11.5,0,0,0
M Cope (LUX),2019-2024,13,9,5,46,15*,11.5,0,0,0
MS Diakite (Mali),2022-2024,11,11,0,46,14,4.18,0,0,4
RWG Emery (NZ),1952-1952,2,4,0,46,28,11.5,0,0,0
K Gupta (Chile),2019-2019,4,4,1,46,19*,15.33,0,0,1
Jawahir Shah (EAf),1975-1975,3,3,0,46,37,15.33,0,0,0
Muhammad Hurraira (PAK),2025-2025,2,4,0,46,29,11.5,0,0,0
Nadeem Abbasi (PAK),1989-1989,3,2,0,46,36,23,0,0,0
MV Narasimha Rao (IND),1978-1979,4,6,1,46,20*,9.2,0,0,0
Nay Lin Htun (MYAN),2023-2025,17,14,5,46,11*,5.11,0,0,2
G Oliveira (BRA),2024-2026,17,10,5,46,11*,9.2,0,0,0
Omar Hussain (LES),2021-2024,9,9,1,46,33,5.75,0,0,4
CC Passailaigue (WI),1930-1930,1,2,1,46,44,46,0,0,0
K Shivam (CRC),2024-2026,12,9,1,46,16*,5.75,0,0,2
CEW Silverwood (ENG),1996-2002,13,11,3,46,12,5.75,0,0,3
L Sipamla (SA),2019-2026,22,11,5,46,10*,7.66,0,0,3
Skhawat Ali (HKG),2008-2014,4,4,0,46,28,11.5,0,0,1
GJ van Rensburg (NAM),2024-2024,4,4,0,46,19,11.5,0,0,0
J Vine (ENG),1912-1912,2,3,2,46,36,46,0,0,0
A Busing-Volschenk (NAM),2024-2026,6,5,2,46,20*,15.33,0,0,1
Abdullah Shahid (MDV),2022-2022,3,3,0,45,34,15,0,0,0
KS Airee (NEP),2020-2022,13,6,2,45,18*,11.25,0,0,1
BJ Arnel (NZ),2010-2012,6,12,4,45,8*,5.62,0,0,3
